order_id,shipping_mode,shipping_date_dateorders,days_for_shipping_real,days_for_shipment_scheduled,delivery_status,late_delivery_risk
37616,Standard Class,2016-07-05 02:12:00,2,4,Advance shipping,0
37610,Standard Class,2016-07-09 00:06:00,6,4,Late delivery,1
37588,Standard Class,2016-07-06 16:24:00,4,4,Shipping on time,0
37561,Second Class,2016-07-04 06:56:00,2,2,Shipping on time,0
37547,Standard Class,2016-07-05 02:02:00,3,4,Advance shipping,0
37546,Standard Class,2016-07-04 01:41:00,2,4,Advance shipping,0
37530,Standard Class,2016-07-07 20:04:00,6,4,Late delivery,1
37525,First Class,2016-07-03 18:19:00,2,1,Late delivery,1
37519,Standard Class,2016-07-06 16:13:00,5,4,Late delivery,1
37513,Standard Class,2016-07-05 14:07:00,4,4,Shipping on time,0
37507,Second Class,2016-07-04 12:01:00,3,2,Late delivery,1
37504,Standard Class,2016-07-06 10:58:00,5,4,Late delivery,1
37477,Standard Class,2016-07-04 01:30:00,3,4,Advance shipping,0
37448,First Class,2016-07-02 15:21:00,2,1,Late delivery,1
37444,Standard Class,2016-07-05 13:57:00,5,4,Late delivery,1
37443,Standard Class,2016-07-04 13:36:00,4,4,Shipping on time,0
37441,Standard Class,2016-07-02 12:53:00,2,4,Advance shipping,0
37431,Standard Class,2016-07-02 09:23:00,2,4,Advance shipping,0
37427,First Class,2016-07-02 07:59:00,2,1,Late delivery,1
37425,First Class,2016-07-02 07:17:00,2,1,Late delivery,1
37401,Second Class,2016-07-01 22:53:00,2,2,Shipping on time,0
37388,Standard Class,2016-07-03 18:19:00,4,4,Shipping on time,0
37366,Same Day,2016-06-29 22:37:00,0,0,Shipping on time,0
37344,Second Class,2016-07-04 02:54:00,5,2,Late delivery,1
37319,Standard Class,2016-07-03 18:09:00,5,4,Late delivery,1
37307,Standard Class,2016-07-01 13:57:00,3,4,Advance shipping,0
37275,Second Class,2016-07-04 02:44:00,6,2,Late delivery,1
37251,Standard Class,2016-06-29 18:20:00,2,4,Advance shipping,0
37236,Second Class,2016-06-29 13:04:00,2,2,Shipping on time,0
37227,Standard Class,2016-06-30 09:55:00,3,4,Advance shipping,0
37223,First Class,2016-06-29 08:31:00,2,1,Late delivery,1
37221,Second Class,2016-06-29 07:49:00,2,2,Shipping on time,0
37212,First Class,2016-06-29 04:40:00,2,1,Late delivery,1
37200,Standard Class,2016-07-03 00:28:00,6,4,Late delivery,1
37195,Standard Class,2016-07-02 22:42:00,6,4,Late delivery,1
37177,Second Class,2016-06-29 16:24:00,3,2,Shipping canceled,0
37122,Standard Class,2016-06-28 21:08:00,3,4,Shipping canceled,0
37100,Standard Class,2016-07-01 13:25:00,6,4,Late delivery,1
37098,Standard Class,2016-06-29 12:43:00,4,4,Shipping on time,0
37050,Standard Class,2016-06-30 19:54:00,6,4,Late delivery,1
37041,Standard Class,2016-06-26 16:45:00,2,4,Advance shipping,0
37032,Second Class,2016-06-27 13:36:00,3,2,Late delivery,1
37031,First Class,2016-06-26 13:15:00,2,1,Late delivery,1
37027,Standard Class,2016-06-27 11:51:00,3,4,Advance shipping,0
37015,Standard Class,2016-06-30 07:39:00,6,4,Late delivery,1
37006,Second Class,2016-06-26 04:29:00,2,2,Shipping on time,0
36994,Standard Class,2016-06-29 00:17:00,5,4,Late delivery,1
36988,Second Class,2016-06-27 22:11:00,4,2,Late delivery,1
36963,Standard Class,2016-06-27 13:26:00,4,4,Shipping on time,0
36962,Standard Class,2016-06-26 13:05:00,3,4,Advance shipping,0
36936,Standard Class,2016-06-25 03:58:00,2,4,Advance shipping,0
36916,Standard Class,2016-06-24 20:58:00,2,4,Advance shipping,0
36907,Standard Class,2016-06-25 17:48:00,3,4,Advance shipping,0
36880,First Class,2016-06-24 08:21:00,2,1,Late delivery,1
36869,Standard Class,2016-06-27 04:30:00,5,4,Shipping canceled,0
36857,Second Class,2016-06-25 00:17:00,3,2,Late delivery,1
36836,Standard Class,2016-06-23 16:56:00,2,4,Advance shipping,0
36834,Standard Class,2016-06-26 16:14:00,5,4,Late delivery,1
36827,Standard Class,2016-06-24 13:47:00,3,4,Advance shipping,0
36826,First Class,2016-06-23 13:26:00,2,1,Late delivery,1
36811,Standard Class,2016-06-23 08:10:00,2,4,Shipping canceled,0
36800,Same Day,2016-06-21 16:19:00,0,0,Shipping canceled,0
36798,Standard Class,2016-06-25 03:37:00,4,4,Shipping on time,0
36797,Standard Class,2016-06-24 03:16:00,3,4,Advance shipping,0
36778,Standard Class,2016-06-24 20:37:00,4,4,Shipping on time,0
36772,Second Class,2016-06-23 18:31:00,3,2,Late delivery,1
36766,First Class,2016-06-22 16:25:00,2,1,Late delivery,1
36761,Standard Class,2016-06-22 14:39:00,2,4,Shipping canceled,0
36756,Standard Class,2016-06-22 12:54:00,2,4,Advance shipping,0
36755,Standard Class,2016-06-26 12:33:00,6,4,Late delivery,1
36719,Standard Class,2016-06-24 23:57:00,5,4,Late delivery,1
36681,Second Class,2016-06-21 10:38:00,2,2,Shipping on time,0
36679,Standard Class,2016-06-24 09:56:00,5,4,Late delivery,1
36664,Standard Class,2016-06-24 04:40:00,5,4,Late delivery,1
36643,Standard Class,2016-06-22 21:19:00,4,4,Shipping on time,0
36637,Standard Class,2016-06-21 19:13:00,3,4,Advance shipping,0
36624,First Class,2016-06-20 14:40:00,2,1,Late delivery,1
36587,Second Class,2016-06-21 01:42:00,3,2,Late delivery,1
36570,Standard Class,2016-06-23 19:44:00,6,4,Late delivery,1
36541,Second Class,2016-06-19 09:35:00,2,2,Shipping on time,0
36527,Standard Class,2016-06-20 04:41:00,3,4,Advance shipping,0
36512,Standard Class,2016-06-19 23:25:00,3,4,Advance shipping,0
36507,Standard Class,2016-06-19 21:40:00,3,4,Advance shipping,0
36486,Standard Class,2016-06-18 14:19:00,2,4,Advance shipping,0
36471,Second Class,2016-06-18 09:03:00,2,2,Shipping on time,0
36461,Standard Class,2016-06-18 05:33:00,2,4,Advance shipping,0
36377,Second Class,2016-06-18 00:07:00,3,2,Shipping canceled,0
36375,First Class,2016-06-16 23:25:00,2,1,Late delivery,1
36369,Second Class,2016-06-19 21:19:00,5,2,Late delivery,1
36350,Standard Class,2016-06-20 14:40:00,6,4,Late delivery,1
36346,First Class,2016-06-16 13:16:00,2,1,Late delivery,1
36334,Second Class,2016-06-19 09:04:00,5,2,Late delivery,1
36327,Standard Class,2016-06-17 06:36:00,3,4,Advance shipping,0
36325,Standard Class,2016-06-20 05:54:00,6,4,Late delivery,1
36318,Standard Class,2016-06-18 03:27:00,4,4,Shipping on time,0
36317,Standard Class,2016-06-17 03:06:00,3,4,Advance shipping,0
36278,Standard Class,2016-06-17 13:26:00,4,4,Shipping on time,0
36268,Second Class,2016-06-17 09:56:00,4,2,Late delivery,1
36245,Second Class,2016-06-19 01:53:00,6,2,Late delivery,1
36234,Standard Class,2016-06-17 22:02:00,5,4,Late delivery,1
36232,Standard Class,2016-06-15 21:19:00,3,4,Advance shipping,0
36202,Standard Class,2016-06-15 10:49:00,3,4,Shipping canceled,0
36198,First Class,2016-06-14 09:25:00,2,1,Late delivery,1
36178,Standard Class,2016-06-16 02:24:00,4,4,Shipping on time,0
36173,Same Day,2016-06-12 12:39:00,0,0,Shipping on time,0
36168,Standard Class,2016-06-15 22:54:00,4,4,Shipping on time,0
36165,Standard Class,2016-06-17 21:51:00,6,4,Late delivery,1
36161,Same Day,2016-06-12 08:27:00,1,0,Late delivery,1
36126,Standard Class,2016-06-13 08:11:00,2,4,Advance shipping,0
36115,Standard Class,2016-06-17 04:20:00,6,4,Late delivery,1
36104,Second Class,2016-06-16 00:29:00,5,2,Late delivery,1
36101,Same Day,2016-06-11 11:26:00,1,0,Late delivery,1
36097,Standard Class,2016-06-13 22:02:00,3,4,Advance shipping,0
36092,Standard Class,2016-06-13 20:17:00,3,4,Advance shipping,0
36069,Standard Class,2016-06-15 12:13:00,5,4,Late delivery,1
36065,Standard Class,2016-06-16 10:49:00,6,4,Late delivery,1
36058,First Class,2016-06-12 08:22:00,2,1,Late delivery,1
36052,Standard Class,2016-06-13 06:16:00,3,4,Advance shipping,0
36051,Standard Class,2016-06-12 05:55:00,2,4,Advance shipping,0
36042,Standard Class,2016-06-13 02:46:00,3,4,Advance shipping,0
36038,Standard Class,2016-06-14 01:21:00,4,4,Shipping on time,0
36036,Standard Class,2016-06-12 00:39:00,2,4,Advance shipping,0
36030,Standard Class,2016-06-15 22:33:00,6,4,Late delivery,1
36021,Same Day,2016-06-10 07:24:00,1,0,Late delivery,1
36010,Second Class,2016-06-15 15:33:00,6,2,Late delivery,1
35966,Standard Class,2016-06-11 00:08:00,2,4,Advance shipping,0
35962,Standard Class,2016-06-11 22:44:00,3,4,Advance shipping,0
35953,Second Class,2016-06-12 19:35:00,4,2,Late delivery,1
35946,First Class,2016-06-10 17:08:00,2,1,Late delivery,1
35900,Standard Class,2016-06-14 01:01:00,6,4,Late delivery,1
35896,Standard Class,2016-06-09 23:37:00,2,4,Shipping canceled,0
35895,First Class,2016-06-09 23:16:00,2,1,Late delivery,1
35860,Second Class,2016-06-13 11:00:00,6,2,Late delivery,1
35851,Standard Class,2016-06-09 07:51:00,2,4,Advance shipping,0
35848,Standard Class,2016-06-11 06:48:00,4,4,Shipping on time,0
35847,Standard Class,2016-06-10 06:27:00,3,4,Advance shipping,0
35838,Standard Class,2016-06-11 03:17:00,4,4,Shipping on time,0
35834,Second Class,2016-06-12 01:53:00,5,2,Late delivery,1
35821,Standard Class,2016-06-08 21:20:00,2,4,Advance shipping,0
35819,Standard Class,2016-06-11 20:38:00,5,4,Late delivery,1
35814,Second Class,2016-06-11 18:53:00,5,2,Late delivery,1
35777,Second Class,2016-06-09 05:55:00,3,2,Late delivery,1
35775,Standard Class,2016-06-12 05:13:00,6,4,Late delivery,1
35754,Second Class,2016-06-10 21:52:00,5,2,Shipping canceled,0
35720,Standard Class,2016-06-11 09:57:00,6,4,Late delivery,1
35702,Standard Class,2016-06-08 03:39:00,3,4,Advance shipping,0
35699,Standard Class,2016-06-10 02:35:00,5,4,Shipping canceled,0
35688,Second Class,2016-06-08 22:44:00,4,2,Late delivery,1
35676,Standard Class,2016-06-06 18:32:00,2,4,Advance shipping,0
35667,Second Class,2016-06-07 15:23:00,3,2,Late delivery,1
35660,Second Class,2016-06-10 12:56:00,6,2,Late delivery,1
35654,Standard Class,2016-06-09 10:50:00,5,4,Late delivery,1
35650,Standard Class,2016-06-10 09:25:00,6,4,Late delivery,1
35611,First Class,2016-06-05 19:46:00,2,1,Late delivery,1
35593,Standard Class,2016-06-07 13:27:00,4,4,Shipping on time,0
35586,Standard Class,2016-06-05 11:00:00,2,4,Advance shipping,0
35585,First Class,2016-06-05 10:39:00,2,1,Late delivery,1
35565,Standard Class,2016-06-09 03:39:00,6,4,Late delivery,1
35559,Standard Class,2016-06-08 01:33:00,5,4,Late delivery,1
35558,Standard Class,2016-06-07 01:12:00,4,4,Shipping on time,0
35552,First Class,2016-06-04 23:05:00,2,1,Late delivery,1
35537,Same Day,2016-06-03 05:50:00,1,0,Late delivery,1
35535,Same Day,2016-06-03 05:08:00,1,0,Late delivery,1
35534,Standard Class,2016-06-07 16:47:00,5,4,Late delivery,1
35531,Standard Class,2016-06-04 15:44:00,2,4,Advance shipping,0
35513,Standard Class,2016-06-06 09:26:00,4,4,Shipping on time,0
35510,Standard Class,2016-06-08 08:23:00,6,4,Late delivery,1
35508,Standard Class,2016-06-06 07:41:00,4,4,Shipping on time,0
35481,First Class,2016-06-03 22:13:00,2,1,Late delivery,1
35472,Standard Class,2016-06-04 19:04:00,3,4,Advance shipping,0
35471,Standard Class,2016-06-03 18:43:00,2,4,Advance shipping,0
35459,Standard Class,2016-06-06 14:31:00,5,4,Late delivery,1
35451,First Class,2016-06-03 11:42:00,2,1,Shipping canceled,0
35438,Standard Class,2016-06-05 07:09:00,4,4,Shipping on time,0
35437,Standard Class,2016-06-04 06:48:00,3,4,Advance shipping,0
35412,Standard Class,2016-06-03 22:03:00,3,4,Advance shipping,0
35361,First Class,2016-06-02 04:10:00,2,1,Late delivery,1
35354,Second Class,2016-06-05 01:43:00,5,2,Late delivery,1
35340,First Class,2016-06-01 20:49:00,2,1,Shipping canceled,0
35300,Standard Class,2016-06-05 06:48:00,6,4,Late delivery,1
35288,Standard Class,2016-06-03 02:36:00,4,4,Shipping canceled,0
35284,First Class,2016-06-01 01:12:00,2,1,Late delivery,1
35274,Standard Class,2016-06-03 21:42:00,5,4,Late delivery,1
35248,Standard Class,2016-06-02 12:35:00,4,4,Shipping on time,0
35243,Second Class,2016-06-02 10:50:00,4,2,Late delivery,1
35238,Second Class,2016-06-02 09:05:00,4,2,Late delivery,1
35231,Standard Class,2016-05-31 06:38:00,2,4,Advance shipping,0
35228,First Class,2016-05-31 05:35:00,2,1,Late delivery,1
35216,Standard Class,2016-05-31 01:22:00,2,4,Advance shipping,0
35212,Standard Class,2016-05-31 23:58:00,3,4,Advance shipping,0
35182,Standard Class,2016-05-31 13:28:00,3,4,Shipping canceled,0
35180,Standard Class,2016-06-03 12:46:00,6,4,Late delivery,1
35176,Standard Class,2016-05-30 11:22:00,2,4,Advance shipping,0
35159,Standard Class,2016-06-02 05:24:00,5,4,Late delivery,1
35133,Standard Class,2016-05-31 20:18:00,4,4,Shipping on time,0
35127,Second Class,2016-05-30 18:12:00,3,2,Late delivery,1
35115,First Class,2016-05-29 13:59:00,2,1,Late delivery,1
35101,Standard Class,2016-05-29 09:05:00,2,4,Advance shipping,0
35098,Second Class,2016-05-31 08:02:00,4,2,Late delivery,1
35087,Standard Class,2016-05-30 04:11:00,3,4,Advance shipping,0
35074,Standard Class,2016-05-31 23:38:00,5,4,Late delivery,1
35071,Standard Class,2016-05-28 22:34:00,2,4,Advance shipping,0
35069,Standard Class,2016-05-31 21:52:00,5,4,Late delivery,1
35061,Standard Class,2016-05-28 19:04:00,2,4,Advance shipping,0
35060,Standard Class,2016-06-01 18:43:00,6,4,Shipping canceled,0
35056,Second Class,2016-05-28 17:19:00,2,2,Shipping on time,0
35047,Standard Class,2016-05-29 14:10:00,3,4,Advance shipping,0
35040,Standard Class,2016-06-01 11:43:00,6,4,Late delivery,1
34999,First Class,2016-05-27 21:21:00,2,1,Late delivery,1
34997,Standard Class,2016-05-28 20:39:00,3,4,Advance shipping,0
34989,Standard Class,2016-05-30 17:51:00,5,4,Late delivery,1
34982,Standard Class,2016-05-28 15:24:00,3,4,Advance shipping,0
34981,Standard Class,2016-05-27 15:03:00,2,4,Advance shipping,0
34966,Standard Class,2016-05-27 09:47:00,2,4,Advance shipping,0
34962,Standard Class,2016-05-28 08:23:00,3,4,Shipping canceled,0
34947,Standard Class,2016-05-28 03:08:00,3,4,Advance shipping,0
34935,Standard Class,2016-05-30 22:56:00,6,4,Late delivery,1
34925,First Class,2016-05-26 19:25:00,2,1,Shipping canceled,0
34918,First Class,2016-05-26 16:58:00,2,1,Late delivery,1
34916,First Class,2016-05-26 16:16:00,2,1,Late delivery,1
34915,First Class,2016-05-26 15:55:00,2,1,Shipping canceled,0
34892,Second Class,2016-05-27 07:52:00,3,2,Late delivery,1
34888,First Class,2016-05-26 06:28:00,2,1,Late delivery,1
34881,First Class,2016-05-26 04:01:00,2,1,Late delivery,1
34880,Second Class,2016-05-30 03:40:00,6,2,Late delivery,1
34863,Standard Class,2016-05-27 21:42:00,4,4,Shipping on time,0
34857,Second Class,2016-05-26 19:36:00,3,2,Late delivery,1
34844,First Class,2016-05-25 15:03:00,2,1,Late delivery,1
34828,Standard Class,2016-05-27 09:26:00,4,4,Shipping on time,0
34820,Standard Class,2016-05-29 06:38:00,6,4,Late delivery,1
34775,Second Class,2016-05-28 14:52:00,6,2,Late delivery,1
34771,First Class,2016-05-24 13:28:00,2,1,Late delivery,1
34770,First Class,2016-05-24 13:07:00,2,1,Late delivery,1
34739,Standard Class,2016-05-27 02:16:00,5,4,Late delivery,1
34727,Standard Class,2016-05-24 22:03:00,3,4,Advance shipping,0
34725,Standard Class,2016-05-27 21:21:00,6,4,Late delivery,1
34724,Standard Class,2016-05-26 21:00:00,5,4,Late delivery,1
34722,Standard Class,2016-05-24 20:18:00,3,4,Advance shipping,0
34713,Standard Class,2016-05-25 17:09:00,4,4,Shipping on time,0
34703,Standard Class,2016-05-25 13:39:00,4,4,Shipping canceled,0
34677,First Class,2016-05-23 04:32:00,2,1,Shipping canceled,0
34667,Standard Class,2016-05-24 01:02:00,3,4,Advance shipping,0
34665,Standard Class,2016-05-27 00:20:00,6,4,Late delivery,1
34664,Standard Class,2016-05-25 23:59:00,5,4,Late delivery,1
34652,Second Class,2016-05-23 19:47:00,3,2,Late delivery,1
34649,Standard Class,2016-05-25 18:44:00,5,4,Late delivery,1
34608,First Class,2016-05-22 04:22:00,2,1,Late delivery,1
34591,Standard Class,2016-05-21 22:25:00,2,4,Advance shipping,0
34582,Standard Class,2016-05-22 19:15:00,3,4,Advance shipping,0
34564,Standard Class,2016-05-24 12:57:00,5,4,Late delivery,1
34548,Standard Class,2016-05-23 07:21:00,4,4,Shipping on time,0
34541,Second Class,2016-05-21 04:54:00,2,2,Shipping on time,0
34535,Standard Class,2016-05-25 02:47:00,6,4,Late delivery,1
34485,Standard Class,2016-05-24 09:16:00,6,4,Late delivery,1
34474,Standard Class,2016-05-23 05:25:00,5,4,Late delivery,1
34473,Standard Class,2016-05-22 05:04:00,4,4,Shipping on time,0
34472,Standard Class,2016-05-21 04:43:00,3,4,Advance shipping,0
34466,Standard Class,2016-05-20 02:37:00,2,4,Advance shipping,0
34435,Second Class,2016-05-23 15:45:00,6,2,Late delivery,1
34405,Second Class,2016-05-23 05:15:00,6,2,Late delivery,1
34400,Second Class,2016-05-23 03:30:00,6,2,Late delivery,1
34378,Same Day,2016-05-17 07:47:00,1,0,Late delivery,1
34375,First Class,2016-05-18 18:44:00,2,1,Late delivery,1
34370,Standard Class,2016-05-22 16:59:00,6,4,Late delivery,1
34353,First Class,2016-05-18 11:02:00,2,1,Late delivery,1
34347,Standard Class,2016-05-19 08:56:00,3,4,Advance shipping,0
34336,Standard Class,2016-05-18 05:04:00,2,4,Advance shipping,0
34307,Standard Class,2016-05-18 18:55:00,3,4,Advance shipping,0
34280,Standard Class,2016-05-21 09:27:00,6,4,Late delivery,1
34276,Second Class,2016-05-17 08:03:00,2,2,Shipping on time,0
34260,Standard Class,2016-05-21 02:27:00,6,4,Late delivery,1
34255,Standard Class,2016-05-21 00:42:00,6,4,Late delivery,1
34251,Standard Class,2016-05-16 23:18:00,2,4,Advance shipping,0
34245,Standard Class,2016-05-20 21:11:00,6,4,Late delivery,1
34239,Standard Class,2016-05-19 19:05:00,5,4,Late delivery,1
34236,Standard Class,2016-05-16 18:02:00,2,4,Advance shipping,0
34231,First Class,2016-05-16 16:17:00,2,1,Late delivery,1
34216,Standard Class,2016-05-16 11:02:00,2,4,Advance shipping,0
34215,Standard Class,2016-05-20 10:41:00,6,4,Late delivery,1
34211,Second Class,2016-05-16 09:17:00,2,2,Shipping on time,0
34210,Second Class,2016-05-20 08:56:00,6,2,Shipping canceled,0
34207,First Class,2016-05-16 07:53:00,2,1,Late delivery,1
34199,Standard Class,2016-05-19 05:04:00,5,4,Late delivery,1
34197,Standard Class,2016-05-17 04:22:00,3,4,Advance shipping,0
34191,First Class,2016-05-16 02:16:00,2,1,Late delivery,1
34141,Standard Class,2016-05-15 08:45:00,2,4,Advance shipping,0
34139,Standard Class,2016-05-18 08:03:00,5,4,Late delivery,1
34128,Same Day,2016-05-13 16:12:00,0,0,Shipping on time,0
34106,Second Class,2016-05-14 20:30:00,2,2,Shipping on time,0
34099,Second Class,2016-05-17 18:02:00,5,2,Late delivery,1
34086,Standard Class,2016-05-14 13:29:00,2,4,Advance shipping,0
34082,Second Class,2016-05-15 12:05:00,3,2,Late delivery,1
34065,Same Day,2016-05-12 18:08:00,0,0,Shipping on time,0
34064,Same Day,2016-05-12 17:47:00,0,0,Shipping on time,0
34060,Standard Class,2016-05-18 04:23:00,6,4,Late delivery,1
34033,Standard Class,2016-05-15 18:55:00,4,4,Shipping on time,0
34012,Second Class,2016-05-14 11:34:00,3,2,Late delivery,1
34010,Standard Class,2016-05-17 10:52:00,6,4,Shipping canceled,0
34005,Second Class,2016-05-17 09:06:00,6,2,Late delivery,1
33997,Same Day,2016-05-11 18:18:00,0,0,Shipping on time,0
33974,Standard Class,2016-05-15 22:15:00,5,4,Late delivery,1
33966,Standard Class,2016-05-12 19:27:00,2,4,Advance shipping,0
33964,Standard Class,2016-05-15 18:45:00,5,4,Late delivery,1
33963,First Class,2016-05-12 18:24:00,2,1,Late delivery,1
33960,Standard Class,2016-05-16 17:21:00,6,4,Late delivery,1
33934,Standard Class,2016-05-15 08:14:00,5,4,Late delivery,1
33927,Standard Class,2016-05-13 05:47:00,3,4,Advance shipping,0
33894,Standard Class,2016-05-14 18:13:00,5,4,Late delivery,1
33868,Second Class,2016-05-13 09:07:00,4,2,Late delivery,1
33867,Second Class,2016-05-12 08:46:00,3,2,Late delivery,1
33863,Standard Class,2016-05-13 07:22:00,4,4,Shipping on time,0
33853,First Class,2016-05-11 03:51:00,2,1,Late delivery,1
33852,First Class,2016-05-11 03:30:00,2,1,Late delivery,1
33842,Standard Class,2016-05-12 00:00:00,3,4,Advance shipping,0
33825,First Class,2016-05-10 18:03:00,2,1,Late delivery,1
33822,Standard Class,2016-05-11 17:00:00,3,4,Advance shipping,0
33812,Standard Class,2016-05-11 13:29:00,3,4,Advance shipping,0
33799,Standard Class,2016-05-13 08:56:00,5,4,Late delivery,1
33785,Same Day,2016-05-08 16:02:00,0,0,Shipping on time,0
33780,Second Class,2016-05-14 02:17:00,6,2,Late delivery,1
33778,Standard Class,2016-05-12 01:35:00,4,4,Shipping on time,0
33758,Second Class,2016-05-11 18:34:00,4,2,Late delivery,1
33756,First Class,2016-05-09 17:52:00,2,1,Late delivery,1
33705,Standard Class,2016-05-13 00:00:00,6,4,Late delivery,1
33702,Standard Class,2016-05-09 22:57:00,3,4,Advance shipping,0
33675,Standard Class,2016-05-12 13:30:00,6,4,Late delivery,1
33670,Same Day,2016-05-06 23:45:00,0,0,Shipping on time,0
33640,Standard Class,2016-05-12 01:14:00,6,4,Late delivery,1
33605,Standard Class,2016-05-11 12:58:00,6,4,Late delivery,1
33600,Same Day,2016-05-05 23:13:00,0,0,Shipping on time,0
33591,First Class,2016-05-07 08:04:00,2,1,Late delivery,1
33588,Standard Class,2016-05-09 07:01:00,4,4,Shipping on time,0
33587,Standard Class,2016-05-08 06:40:00,3,4,Advance shipping,0
33581,Standard Class,2016-05-07 04:34:00,2,4,Advance shipping,0
33568,Second Class,2016-05-09 00:00:00,4,2,Late delivery,1
33563,Standard Class,2016-05-08 22:15:00,4,4,Shipping on time,0
33561,First Class,2016-05-06 21:33:00,2,1,Late delivery,1
33508,Standard Class,2016-05-08 02:59:00,4,4,Shipping on time,0
33503,Standard Class,2016-05-08 01:14:00,4,4,Shipping on time,0
33492,Standard Class,2016-05-06 21:23:00,3,4,Advance shipping,0
33480,Standard Class,2016-05-09 17:11:00,6,4,Late delivery,1
33462,Standard Class,2016-05-06 10:52:00,3,4,Advance shipping,0
33455,First Class,2016-05-05 08:25:00,2,1,Late delivery,1
33450,Standard Class,2016-05-09 06:40:00,6,4,Late delivery,1
33407,First Class,2016-05-04 15:36:00,2,1,Late delivery,1
33396,Second Class,2016-05-04 11:45:00,2,2,Shipping on time,0
33379,Standard Class,2016-05-07 05:48:00,5,4,Late delivery,1
33321,Second Class,2016-05-03 09:28:00,2,2,Shipping on time,0
33318,Second Class,2016-05-05 08:25:00,4,2,Late delivery,1
33314,First Class,2016-05-03 07:01:00,2,1,Late delivery,1
33297,Standard Class,2016-05-04 01:04:00,3,4,Advance shipping,0
33281,Standard Class,2016-05-02 19:27:00,2,4,Advance shipping,0
33260,Standard Class,2016-05-06 12:06:00,6,4,Late delivery,1
33243,Standard Class,2016-05-04 06:09:00,4,4,Shipping on time,0
33227,First Class,2016-05-02 00:32:00,2,1,Late delivery,1
33214,Second Class,2016-05-04 19:59:00,5,2,Late delivery,1
33206,Same Day,2016-04-30 05:11:00,1,0,Late delivery,1
33198,Standard Class,2016-05-03 14:23:00,4,4,Shipping on time,0
33193,First Class,2016-05-01 12:38:00,2,1,Late delivery,1
33188,Standard Class,2016-05-03 10:53:00,4,4,Shipping on time,0
33173,Standard Class,2016-05-03 05:37:00,4,4,Shipping on time,0
33147,Standard Class,2016-05-01 20:31:00,3,4,Advance shipping,0
33113,Second Class,2016-05-02 08:36:00,4,2,Late delivery,1
33108,Standard Class,2016-05-02 06:51:00,4,4,Shipping on time,0
33100,Second Class,2016-05-04 04:03:00,6,2,Late delivery,1
33086,Standard Class,2016-04-29 23:08:00,2,4,Advance shipping,0
33057,Standard Class,2016-04-30 12:59:00,3,4,Advance shipping,0
33037,Second Class,2016-04-30 05:58:00,3,2,Late delivery,1
33035,Same Day,2016-04-27 17:16:00,0,0,Shipping on time,0
33029,Same Day,2016-04-27 15:10:00,0,0,Shipping canceled,0
32987,Standard Class,2016-04-29 12:27:00,3,4,Advance shipping,0
32972,First Class,2016-04-28 07:12:00,2,1,Late delivery,1
32962,Standard Class,2016-04-29 03:42:00,3,4,Advance shipping,0
32956,Standard Class,2016-04-28 01:36:00,2,4,Advance shipping,0
32953,Standard Class,2016-04-30 00:33:00,4,4,Shipping on time,0
32947,First Class,2016-04-27 22:27:00,2,1,Late delivery,1
32918,Second Class,2016-04-29 12:17:00,4,2,Late delivery,1
32915,First Class,2016-04-27 11:14:00,2,1,Late delivery,1
32902,Standard Class,2016-04-28 06:41:00,3,4,Shipping canceled,0
32887,Standard Class,2016-04-28 01:25:00,3,4,Advance shipping,0
32883,Second Class,2016-04-29 00:01:00,4,2,Late delivery,1
32868,Standard Class,2016-04-28 18:46:00,4,4,Shipping on time,0
32861,Second Class,2016-04-26 16:19:00,2,2,Shipping on time,0
32841,Second Class,2016-04-26 09:18:00,2,2,Shipping on time,0
32830,Standard Class,2016-04-30 05:27:00,6,4,Shipping canceled,0
32794,Second Class,2016-04-28 16:50:00,5,2,Late delivery,1
32787,Standard Class,2016-04-26 14:23:00,3,4,Advance shipping,0
32777,Second Class,2016-04-26 10:53:00,3,2,Late delivery,1
32734,Standard Class,2016-04-27 19:49:00,5,4,Late delivery,1
32718,Standard Class,2016-04-26 14:13:00,4,4,Shipping on time,0
32705,Standard Class,2016-04-28 09:40:00,6,4,Late delivery,1
32691,Same Day,2016-04-22 16:45:00,0,0,Shipping on time,0
32689,Same Day,2016-04-22 16:03:00,0,0,Shipping on time,0
32686,Second Class,2016-04-24 03:00:00,2,2,Shipping on time,0
32684,First Class,2016-04-24 02:18:00,2,1,Late delivery,1
32677,Standard Class,2016-04-24 23:51:00,3,4,Advance shipping,0
32655,Second Class,2016-04-27 16:09:00,6,2,Late delivery,1
32618,Standard Class,2016-04-25 03:11:00,4,4,Shipping canceled,0
32605,Standard Class,2016-04-26 22:38:00,6,4,Late delivery,1
32597,Second Class,2016-04-23 19:49:00,3,2,Late delivery,1
32561,Standard Class,2016-04-22 07:13:00,2,4,Advance shipping,0
32560,Second Class,2016-04-26 06:52:00,6,2,Late delivery,1
32559,Standard Class,2016-04-25 06:31:00,5,4,Late delivery,1
32535,Standard Class,2016-04-25 22:06:00,6,4,Late delivery,1
32527,Standard Class,2016-04-22 19:18:00,3,4,Shipping canceled,0
32526,Standard Class,2016-04-21 18:57:00,2,4,Advance shipping,0
32518,Second Class,2016-04-23 16:09:00,4,2,Late delivery,1
32509,First Class,2016-04-21 13:00:00,2,1,Late delivery,1
32492,Standard Class,2016-04-22 07:02:00,3,4,Advance shipping,0
